,JP001,JP002,JP003,JP004,JP005,JP006,JP007,JP008
Gm3511,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3512,7.891747951,7.970941037,8.019061902,8.276048728,7.183227715,7.563502757,7.369606063,7.630843007
Gm35134,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35160,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35212,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3523,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3526,6.082102547,5.879159283,6.050569601,5.879159283,6.353633061,5.879159283,6.136224417,6.536084066
Gm35262,5.879159283,6.117836849,5.879159283,5.879159283,5.879159283,5.879159283,6.05669035,6.043627752
Gm3527,5.879159283,5.879159283,5.879159283,5.879159283,6.151622456,5.879159283,5.879159283,5.879159283
Gm3531,6.088344732,6.199378212,6.051922986,5.879159283,6.078381284,6.057766846,5.879159283,6.114893081
Gm35315,7.336789279,7.561798,7.114777762,7.051027974,7.04112711,7.131931059,6.961068076,7.343526467
Gm3532,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35323,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35339,7.216712532,6.721307895,6.844540338,7.021341017,6.899162916,6.906306334,6.724415067,6.886007692
Gm3534,6.642418876,5.879159283,6.336425554,5.879159283,5.879159283,6.145415898,6.243426386,6.055386495
Gm35389,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35405,6.44445834,6.400894169,6.573419128,6.402664546,6.08125033,6.441409875,6.309802238,6.114235892
Gm35412,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3542,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3543,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3544,6.259911787,5.879159283,6.235871796,6.047309737,5.879159283,5.879159283,6.058384573,6.250730733
Gm3549,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3550,7.001737363,7.100740258,6.742176,6.965437088,7.316541325,6.912602079,7.042204359,6.832240191
Gm3551,6.172482203,6.544165234,6.425032638,6.11944592,6.50614883,6.328261713,6.569315969,6.299380161
Gm35549,6.425030106,6.393526053,6.5182429,6.675539701,6.581089556,6.415131357,6.195314452,6.267334622
Gm3555,6.080151535,6.248133953,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35570,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3558,7.032494932,7.428028132,7.195230022,6.71961419,8.086751351,7.215263169,7.117447492,8.944670454
Gm35595,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35619,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35629,5.879159283,6.093776648,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.275326616
Gm3563,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35638,5.879159283,5.879159283,5.879159283,5.879159283,6.166208662,6.251999096,5.879159283,6.371230475
Gm35648,6.08431561,6.101660456,5.879159283,6.241376221,6.155051935,5.879159283,5.879159283,5.879159283
Gm3565,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35702,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3571,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.150354715,5.879159283,5.879159283
Gm35713,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3573,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.236858091
Gm35736,6.101385037,5.879159283,5.879159283,6.171904971,5.879159283,5.879159283,5.879159283,6.169955871
Gm35755,7.03240761,6.890033209,6.817998209,6.719675267,7.001250553,6.915607683,6.843295693,6.312773219
Gm3584,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35843,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3585,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35857,5.879159283,5.879159283,6.06072456,6.054215229,5.879159283,5.879159283,6.061668778,6.04804911
Gm35876,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3591,5.879159283,6.602434041,6.789256722,6.218421138,8.408513567,6.590992302,6.757162812,9.061462031
Gm35931,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3594,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.150354715,5.879159283,5.879159283
Gm35955,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm35960,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36028,6.488563367,6.313200015,6.393284003,6.473388568,6.270690982,6.469432758,6.477410181,6.531235194
Gm3604,6.920293585,6.63306579,6.531817359,6.879797147,6.463503548,6.574173256,6.833492321,6.292518963
Gm36047,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3605,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36079,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3608,6.54548354,6.306482134,6.297628105,6.399305433,6.153122988,6.720248331,6.665172742,6.626729303
Gm3611,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36128,6.139865421,6.409799712,6.373461756,6.101760898,6.3207665,6.30567353,6.256332163,6.352810203
Gm36147,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3616,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3617,7.104098343,7.025797194,7.089233834,6.896956312,6.845457719,6.843056875,6.687665447,6.613996313
Gm36176,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3618,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36189,5.879159283,6.275748602,5.879159283,6.218002294,6.331093093,6.394126631,5.879159283,6.04997777
Gm3619,5.879159283,5.879159283,6.054006505,5.879159283,5.879159283,5.879159283,6.137267066,6.127040642
Gm36210,5.879159283,5.879159283,6.264274781,5.879159283,6.316914131,6.377811461,6.243424923,6.622160413
Gm3623,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36245,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36247,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3625,5.879159283,5.879159283,5.879159283,6.269369398,5.879159283,5.879159283,5.879159283,5.879159283
Gm36259,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36262,6.090009366,6.3874725,6.125569304,6.351288681,5.879159283,5.879159283,6.056468982,6.11738043
Gm3629,6.656936729,6.18335051,6.538180147,6.368064523,6.519700882,6.147005928,5.879159283,6.717321314
Gm36298,7.473984345,7.443754643,7.384083709,7.357946156,7.463253773,7.224174226,7.359730201,7.163161724
Gm3633,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.150354715,5.879159283,5.879159283
Gm3635,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.071064363,5.879159283,5.879159283
Gm3636,7.616892001,7.732241975,7.8171812,7.796433862,7.495434985,7.507282483,7.315345266,8.297779486
Gm36368,6.574106458,6.693113277,6.63264812,6.17009107,7.023927441,6.868353936,6.664902548,6.833349857
Gm3637,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36378,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36382,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36398,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm364,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3642,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36448,5.879159283,5.879159283,6.050101332,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3646,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36468,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3650,6.718575548,5.879159283,5.879159283,5.879159283,6.908111085,5.879159283,6.570354832,6.564262358
Gm36501,5.879159283,5.879159283,5.879159283,5.879159283,6.16198315,6.201180644,6.193193558,5.879159283
Gm3654,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.195417442,5.879159283
Gm3657,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3665,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3667,8.256766832,8.260670915,8.337887377,7.93020134,7.116361278,7.953714142,7.659374869,7.865313572
Gm36704,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3671,5.879159283,5.879159283,5.879159283,6.18255882,5.879159283,6.148493579,6.063742729,6.057424313
Gm36728,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3675,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.236858091
Gm36758,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3676,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36776,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3678,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36796,6.085189569,6.270501998,5.879159283,5.879159283,6.213556403,5.879159283,6.169204852,5.879159283
Gm3681,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3683,6.080797444,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3685,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36858,6.515595556,6.357246165,6.39104985,6.478162358,6.598510431,6.533312159,6.324356308,6.49093756
Gm36864,6.053986722,6.101309457,6.250511745,5.879159283,5.879159283,6.108858402,5.879159283,6.307398616
Gm36866,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3687,6.176278147,6.520550887,6.225094623,6.113461591,5.879159283,6.057579318,5.879159283,5.879159283
Gm36891,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3690,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36928,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36934,6.164087564,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3695,6.233418125,6.097493734,6.223244924,6.364587625,6.432536287,6.066437007,6.321977299,6.372509364
Gm36953,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3696,8.287040468,8.136443501,7.98459868,8.279754511,7.818354754,7.236563723,7.968470053,8.502692523
Gm36961,5.879159283,5.879159283,6.235645496,5.879159283,6.070953642,5.879159283,5.879159283,6.122865382
Gm36964,5.879159283,5.879159283,6.050101332,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36965,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36968,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36973,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.058351933
Gm36978,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36980,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.058351933
Gm36983,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36984,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36985,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3699,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36996,5.879159283,6.17973442,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm36998,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37000,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37001,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37007,6.235832717,5.879159283,6.287329778,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37009,6.359660723,5.879159283,5.879159283,5.879159283,6.081342822,6.18655728,6.055184089,5.879159283
Gm37013,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3702,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37025,6.080797444,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37029,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37030,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37037,5.879159283,5.879159283,5.879159283,5.879159283,6.167562594,6.060439672,5.879159283,5.879159283
Gm37044,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37050,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37070,5.879159283,5.879159283,6.053841806,5.879159283,6.080727631,5.879159283,5.879159283,6.253371758
Gm37081,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37085,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37089,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37095,6.0885824,6.421783458,6.551902912,6.241095438,5.879159283,5.879159283,5.879159283,5.879159283
Gm37097,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37098,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm371,5.879159283,5.879159283,5.879159283,5.879159283,6.071962776,5.879159283,5.879159283,5.879159283
Gm37102,6.938157934,6.902362233,7.219453132,6.730496458,6.723058835,6.871643832,7.124722815,6.869240329
Gm37103,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37104,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37108,5.879159283,5.879159283,5.879159283,6.055201972,5.879159283,5.879159283,5.879159283,6.187183237
Gm3711,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37116,6.172880355,5.879159283,5.879159283,6.272657744,5.879159283,6.063745716,5.879159283,5.879159283
Gm37119,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.058351933
Gm3712,5.879159283,5.879159283,6.263558787,5.879159283,5.879159283,6.20937326,6.287528566,6.131298556
Gm37128,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37129,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3715,6.298762814,5.879159283,6.182654424,6.389929719,5.879159283,6.064178586,6.135166688,5.879159283
Gm37155,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37164,6.087160494,6.103222003,6.179468479,6.119013823,6.278212195,6.245680068,6.13298035,6.419272054
Gm37172,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37177,5.879159283,5.879159283,6.235173018,5.879159283,6.08479498,6.06134714,5.879159283,6.048782223
Gm37185,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37187,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37191,5.879159283,5.879159283,6.12076685,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37197,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37201,6.299815135,6.658998554,6.305180265,6.408909521,6.227027818,6.390084895,6.381108357,6.55131466
Gm37203,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37207,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37213,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37224,5.879159283,5.879159283,6.056490373,6.052682577,5.879159283,5.879159283,6.186522284,5.879159283
Gm37225,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37227,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37232,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37237,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37239,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3724,6.406327781,6.287863147,6.183446155,6.28273479,6.330755189,6.18629956,6.343914852,6.343983322
Gm37240,7.614396102,7.198444658,6.76099096,6.950405103,6.273612452,6.323511507,7.026302359,6.948144102
Gm37246,5.879159283,6.094435523,6.048078548,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3726,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.071064363,5.879159283,5.879159283
Gm3727,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37275,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37281,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37287,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37288,6.080797444,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37290,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37300,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37301,6.086396483,5.879159283,6.051241873,5.879159283,6.077389128,5.879159283,5.879159283,6.047610344
Gm37308,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.137554817,5.879159283
Gm37313,6.682227877,6.724765641,6.37442303,6.647796986,6.376641365,6.342347176,6.184446884,6.205500827
Gm37317,6.168680294,5.879159283,5.879159283,6.051620793,6.157119937,5.879159283,5.879159283,6.126956894
Gm37318,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37325,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37327,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37330,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37339,6.091216921,6.20593513,6.264057099,5.879159283,6.160745317,6.127879254,5.879159283,6.110670148
Gm37348,6.082483417,5.879159283,6.050908431,5.879159283,5.879159283,5.879159283,6.061449229,6.056559555
Gm37358,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37361,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37365,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37369,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37377,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37380,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37388,5.879159283,5.879159283,5.879159283,5.879159283,6.232509226,5.879159283,5.879159283,6.355461279
Gm37389,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3739,7.38356842,6.990258805,7.270784475,7.097152797,7.786779257,7.34764765,6.934358178,8.305787341
Gm37392,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37395,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37417,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37418,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37419,6.080293742,5.879159283,5.879159283,6.183422011,6.152249523,6.472540401,6.329356727,6.237685643
Gm3742,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37421,6.169687246,5.879159283,6.190099633,5.879159283,5.879159283,6.065172031,6.135852033,6.052717607
Gm37424,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37428,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37430,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37431,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37433,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37441,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37442,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37445,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37448,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37449,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3745,5.879159283,5.879159283,6.050101332,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37450,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37476,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37481,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37486,6.095912947,5.879159283,5.879159283,6.116562688,6.083171298,6.059651852,6.057145153,5.879159283
Gm37489,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3749,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37492,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37493,6.437447055,6.20532741,6.338005262,5.879159283,6.279385505,6.05749981,6.127057726,6.114004682
Gm37501,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37511,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37515,7.766235506,7.275599286,7.43678893,7.346486026,7.493503624,7.67246688,7.462676591,7.092500171
Gm3752,6.631327717,6.484247867,6.875104038,6.735667757,6.459492072,6.812132137,6.919380903,6.752814587
Gm37523,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37545,6.235350091,6.255722868,6.057563988,6.053733196,6.385776181,5.879159283,6.131796294,6.291085803
Gm3755,6.658847034,6.447765748,6.470520725,6.124169257,6.576546888,6.34063729,6.577498518,6.406729286
Gm37550,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37557,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37559,5.879159283,5.879159283,5.879159283,6.053233718,5.879159283,5.879159283,6.245892097,5.879159283
Gm3756,6.549617166,6.487444088,6.560784139,8.577812551,8.698382489,9.36738116,8.665562171,9.449512138
Gm37568,6.091654362,6.110862523,6.177957854,5.879159283,5.879159283,5.879159283,6.179086268,6.042089086
Gm3757,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37575,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37576,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37579,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37585,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37586,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37596,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37597,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm3760,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Gm37601,6.727367228,6.284702165,6.372276791,6.375905665,6.081310355,6.277575423,6.309966703,6.427346595
Gm37603,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
